track_name,artist,album,release_date,duration,popularity,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Machine,Miquela,Machine,2020-04-23,219824,27,False,1,0.86,0.5,10,-8.149,1,0.0454,0.589,1.94e-06,0.111,0.551,129.071,spotify:track:2qPesmvW3Ybks41YWlstf1
Son Shine,SAULT,Untitled (Rise),2020-09-18,196814,50,False,6,0.697,0.568,5,-7.245,0,0.036,0.137,0.206,0.097,0.6,108.98,spotify:track:2Ohu1ERZnAuaCzi7N5ngRK
"Right Here, for Now",Bakar,I'm Done,2023-09-06,180933,26,False,2,0.798,0.581,0,-5.243,1,0.0396,0.0401,0.0,0.357,0.776,129.97,spotify:track:5nWVm4yn8GACYSsLvTGT7L
1More Tune,Nightmares On Wax,CLUB E.A.S.E. - #2,2023-09-07,577250,16,False,1,0.874,0.705,6,-9.352,1,0.0699,0.014,0.916,0.0971,0.369,122.013,spotify:track:0bclQaluZlgD8msSfHsGOP
Magnolia Symphony,Yussef Dayes,Black Classical Music,2023-09-08,97186,38,False,8,0.23,0.258,4,-13.015,0,0.0352,0.979,0.858,0.136,0.0376,83.392,spotify:track:7orj2YOXLnGv6uwsb0R7MX
Chasing the Drum,Yussef Dayes,Black Classical Music,2023-09-08,340146,38,False,10,0.642,0.705,8,-10.587,1,0.0656,0.265,0.329,0.106,0.725,134.563,spotify:track:3NeZ7D68PvnY4iCZkjyNTH
Birds of Paradise,Yussef Dayes,Black Classical Music,2023-09-08,249266,39,False,11,0.734,0.41,5,-12.885,1,0.158,0.78,0.91,0.167,0.6,93.75,spotify:track:7tTmHN2sQsmIGok0AvrTQy
Sunshine,Cleo Sol,Mother,2021-08-20,262960,55,False,5,0.626,0.265,2,-15.297,0,0.0738,0.623,0.0689,0.125,0.054,86.106,spotify:track:1el1feH98jWUrPpYmu5jN8
Spiky Boi,Surprise Chef,Friendship EP,2023-06-02,119510,51,False,6,0.671,0.862,4,-5.606,0,0.102,0.000119,0.836,0.0945,0.538,94.741,spotify:track:2VvUwV9PDrli8uapBKPQOv
Crayfish Caper,Surprise Chef,All News Is Good News,2020-07-10,409034,31,False,6,0.587,0.523,6,-10.615,0,0.0503,0.188,0.0125,0.103,0.62,80.772,spotify:track:33iMJKVzhZQTieO3HrSdKr
Butterfly,Talvin Singh,OK (Expanded Edition),1998,266493,25,False,2,0.557,0.822,6,-6.832,1,0.0584,0.00648,0.769,0.443,0.644,169.599,spotify:track:4DUsclIvDe7sU5KRvTQ6St
Sutrix,Talvin Singh,OK (Expanded Edition),1998,354160,8,False,3,0.452,0.761,1,-7.926,1,0.0465,0.046,0.676,0.357,0.218,113.242,spotify:track:3tA4x81w0LEuWh8HtV56tE
OK,Talvin Singh,OK (Expanded Edition),1998,255946,8,False,7,0.735,0.937,1,-7.328,0,0.126,0.00139,0.215,0.271,0.169,132.816,spotify:track:2JdQsEl2hijBasn39JALBR
Light,Talvin Singh,OK (Expanded Edition),1998,382306,15,False,8,0.642,0.825,6,-10.281,1,0.0393,0.174,0.746,0.0867,0.231,132.855,spotify:track:3JDZyIZh5OHdU2vHxnlKIH
Life After Subway,Tatham,6th,2020-01-31,253780,1,False,1,0.74,0.843,2,-9.743,1,0.0383,0.347,0.859,0.112,0.13,123.007,spotify:track:6PPTdloF8jyRwAVx8fYfop
Warp 7,Dego,Love Was Never Your Goal,2022-10-21,242000,5,False,6,0.8,0.989,6,-4.942,0,0.0356,0.083,0.845,0.0872,0.577,120.02,spotify:track:5J4m4eakrX44T4IDjss5qn
Magnolia II,Kamaal Williams,Magnolia II,2023-08-11,197500,29,False,1,0.326,0.455,11,-10.334,1,0.0421,0.912,0.883,0.104,0.0318,151.938,spotify:track:6FG0RYmtPG4UKRpLG2Syu7
Stings,Kamaal Williams,Stings,2023-09-11,290000,16,False,1,0.416,0.753,10,-7.07,1,0.0365,0.498,0.96,0.104,0.2,120.712,spotify:track:7zdBfReMVQKgxO5Pa5O3Hf
Intimate Fantasy,Chaos In The CBD,Intimate Fantasy - EP,2022-10-04,493000,44,False,1,0.802,0.856,7,-8.764,0,0.0575,0.0294,0.878,0.666,0.719,127.067,spotify:track:6plKjqeFQ30GbfAbvS3srq
I Don't Like To Dream About Getting Paid,Tha Dogg Pound,Dogg Food,1995,315413,0,True,10,0.786,0.774,1,-5.536,1,0.202,0.117,0.0,0.0894,0.655,96.742,spotify:track:2xHTjMFb8aHXxz6pup0oia
Ghost Walk,The Budos Band,The Budos Band,2005-11-29,130973,59,False,4,0.79,0.747,3,-9.792,0,0.0396,0.252,0.894,0.254,0.964,101.788,spotify:track:4x8uLA848ZXSAMYVLDl1Br
Inside Minds,Resavoir,Inside Minds,2023-07-25,157004,6,False,1,0.696,0.425,3,-10.759,1,0.0362,0.928,0.868,0.113,0.575,125.073,spotify:track:5B1emLZ0dKj5SoM86dgzb7
Hips,Kiefer,"It's Ok, B U",2023-09-22,264216,23,False,9,0.677,0.394,4,-12.471,0,0.0953,0.0735,0.659,0.36,0.304,92.966,spotify:track:1jYkZGuUR91TMdePWgrJI5
Glowing (feat. Pera Krstajic),Kiefer,"It's Ok, B U",2023-09-22,276398,21,False,13,0.614,0.295,11,-12.856,0,0.0498,0.812,0.838,0.127,0.196,76.969,spotify:track:0EIOepGdsMIeiwQC5I8cgj
Forgetting U,Kiefer,"It's Ok, B U",2023-09-22,166667,26,False,14,0.497,0.0509,8,-20.903,1,0.0732,0.957,0.8,0.145,0.0395,59.013,spotify:track:0BoraAUTcevAI6CZrnLHLu
Iniesta Flow,namesbliss,Iniesta Flow,2023-07-21,139200,45,False,1,0.563,0.613,10,-10.245,0,0.393,0.813,0.0,0.106,0.42,140.434,spotify:track:1fZlxYXWrsus7bSPjX5Wng
Sunshine,Asake,Work Of Art,2023-06-15,185739,58,False,4,0.776,0.82,1,-8.071,0,0.0849,0.258,0.089,0.195,0.576,115.046,spotify:track:3Yr0vIcfXq5MWdSDmZzKgk
"Right Here, for Now",Bakar,Halo,2023-09-21,180933,56,False,7,0.798,0.581,0,-5.243,1,0.0396,0.0401,0.0,0.357,0.776,129.97,spotify:track:2LxRUWNqcKcTo7zOrctebE
Only,Sampha,Only,2023-09-06,169590,43,False,1,0.884,0.338,5,-10.152,0,0.123,0.364,0.0,0.149,0.815,136.994,spotify:track:3XiIO5kw2UxoY6Aph8Tcd5
The Caliphate (feat. Vince Staples),Earl Sweatshirt,The Caliphate (feat. Vince Staples),2023-09-15,230720,43,False,1,0.538,0.467,11,-11.792,0,0.121,0.351,0.000832,0.154,0.153,114.526,spotify:track:5zdaRJpmbs5lUHCOKn3K6e
Thug Anthem,MIKE,Faith Is A Rock,2023-09-22,161573,40,True,2,0.592,0.558,10,-11.507,0,0.391,0.541,0.0,0.105,0.295,67.085,spotify:track:2zLoydVm0kYoaIkra0XmzE
A Song For You,Amy Winehouse,Lioness: Hidden Treasures,2011-01-01,269373,51,False,12,0.524,0.542,8,-7.516,1,0.0513,0.232,3.13e-05,0.327,0.362,119.979,spotify:track:4fdPpmqn1eYLyWRcxZmx2D
Learning Lessens - Shy One Remix,Andrew Ashong,Learning Lessens (Shy One Remix),2023-09-27,382887,11,False,1,0.8,0.707,10,-9.981,0,0.0488,0.178,0.873,0.0853,0.29,121.987,spotify:track:4uKgCSYYMHiHdB8A054kDb
PKKNO,Kamaal Williams,Stings,2023-09-27,167331,19,False,3,0.552,0.876,1,-5.406,1,0.0342,0.0468,0.663,0.0583,0.401,155.049,spotify:track:7MJSV5hAhPzXctI4qFcO8y
YUM.ME,Mndsgn,YUM.ME,2023-09-19,79584,0,False,1,0.64,0.78,4,-7.326,1,0.0492,0.243,0.0738,0.474,0.947,167.885,spotify:track:5CaIpjSJ49hQxQqC7IG04H
Dogtown,Kamaal Williams,Stings,2023-09-27,390000,34,False,5,0.333,0.779,1,-13.412,0,0.0565,0.0866,0.872,0.09,0.632,124.771,spotify:track:5ktCZMdlQ5jf1o6vqKFSso
Ronan,Kamaal Williams,Stings,2023-09-27,142500,22,False,9,0.324,0.0637,1,-21.374,1,0.0281,0.988,0.942,0.104,0.13,87.094,spotify:track:1qJ3SXZ48lHF2mdmM6EcAG
Taiwan,Kamaal Williams,Stings,2023-09-27,295500,22,False,8,0.345,0.173,7,-17.759,0,0.0538,0.963,0.0471,0.222,0.147,129.449,spotify:track:4KR0oIOoBi1qx43A8vZTwI
Magnolia,Kamaal Williams,Stings,2023-09-27,236000,23,False,10,0.416,0.0158,8,-19.895,0,0.0502,0.993,0.94,0.108,0.14,79.594,spotify:track:0ZBv5AcNs8lxkYQPXPIGBU
Back Together Again (feat. Donny Hathaway),Roberta Flack,A Donny Hathaway Collection,1990-04-03,290973,44,False,4,0.776,0.937,1,-5.477,0,0.0743,0.183,0.000977,0.293,0.91,111.027,spotify:track:065o5Vhiq7Dx6JXF0e33S8
Seagirl,King Krule,Space Heavy,2023-06-09,202006,49,False,10,0.484,0.393,6,-11.749,1,0.0273,0.778,0.0266,0.0988,0.223,68.022,spotify:track:7ssj7z5AP6V5O6Ooyeni60
Tell Me,James Blake,Playing Robots Into Heaven,2023-09-08,300122,45,False,3,0.508,0.753,9,-8.911,1,0.0537,0.258,0.485,0.189,0.169,141.047,spotify:track:0hUU81fjvfcvaiCCN51oRy
Fall Back,James Blake,Playing Robots Into Heaven,2023-09-08,241038,42,False,4,0.749,0.741,8,-8.156,1,0.141,0.129,0.838,0.0951,0.446,120.047,spotify:track:41uuqHFB7mvUpRwacQmoxO
Self,Cleo Sol,Heaven,2023-09-15,199615,67,False,1,0.725,0.417,1,-10.635,0,0.0976,0.445,0.79,0.0834,0.975,151.947,spotify:track:0J9uaeOd7GZi9MTybtqAD4
GO GO GO,Jorja Smith,falling or flying,2023-09-29,145893,48,False,7,0.644,0.708,2,-5.481,0,0.0503,0.0475,2.75e-06,0.099,0.854,160.045,spotify:track:4tQ3eY36dfKWDiAQqX9w0u
Dance,Drunk is not funny,Lofi Lights,2023-09-01,90666,0,False,3,0.74,0.47,9,-15.202,0,0.729,0.816,1.27e-05,0.136,0.721,180.005,spotify:track:6Syt76jl9dyn2UeAWPSTAg
Blind Date,Joy Orbison,Blind Date,2022-09-23,245820,40,False,1,0.617,0.916,10,-5.937,1,0.12,0.0257,0.00036,0.0654,0.246,133.959,spotify:track:0UNzzZBuQfZwNJ3mk2PYbm
tentative bidding demo,Joy Orbison,archive 09-10,2023-09-27,263954,22,False,1,0.6,0.64,0,-8.816,0,0.378,0.1,0.0733,0.37,0.476,132.012,spotify:track:3jirQ3EQxEcwgHpylZPYFg
Higher,Groovy D,Higher,2021-05-21,288000,20,False,1,0.795,0.79,7,-7.126,1,0.167,0.078,0.548,0.0618,0.763,129.995,spotify:track:6dRBgY551j2akEK2nkGXH8
Gangster Time,Interplanetary Criminal,Gangster Time,2022-10-28,207000,39,False,1,0.893,0.686,1,-7.785,1,0.278,0.018,0.00655,0.184,0.786,133.943,spotify:track:4LEU14gZpGPwjbdJm58fz4
armored core,Meltycanon,YUMMY GUMMY TAPE,2023-09-20,106129,13,False,8,0.672,0.853,8,-7.789,1,0.0456,0.261,0.895,0.1,0.65,155.996,spotify:track:4R7cYpp6NRFtVk4eY7vK3o
Loveher,Romy,Mid Air,2023-09-08,229346,50,False,1,0.698,0.531,4,-8.578,0,0.0382,0.0323,0.0114,0.0965,0.501,120.015,spotify:track:27sNZ0TFyRsCVOfYfLg6eq
Weightless,Romy,Mid Air,2023-09-08,269280,47,False,2,0.696,0.823,4,-8.111,1,0.0385,0.511,0.178,0.0906,0.0912,128.042,spotify:track:3DoPDf9n2BF8uE37D6GZdY
The Sea,Romy,Mid Air,2023-09-08,190720,48,False,3,0.669,0.84,4,-6.466,0,0.0409,0.00677,0.337,0.48,0.777,119.011,spotify:track:3plxwjwJXQ7dyRFzJEyQ9r
Big Hammer,James Blake,Playing Robots Into Heaven,2023-09-08,240742,39,False,6,0.938,0.546,1,-9.106,1,0.309,0.326,0.178,0.0798,0.208,139.982,spotify:track:4jaxbEGk3Jgu45VdK8FOkS
All My Friends,Channel Tres,Real Cultural Shit,2023-02-24,243759,45,True,5,0.775,0.647,9,-8.041,0,0.072,0.0258,0.0861,0.152,0.717,123.995,spotify:track:7Cgxt0jumHS0Z5B9xmStnS
U + I,jus.,three.,2020-04-01,137273,46,False,4,0.797,0.233,9,-11.459,0,0.125,0.0747,0.579,0.107,0.274,77.059,spotify:track:1U5tWycUVeZVHpukFqNOP7
Ana Qalbi Ehtar,The Free Music,Free Music (Part 1) (Habibi Funk 021),2023-03-17,285608,26,False,5,0.579,0.814,0,-8.848,1,0.0338,0.0364,0.00155,0.183,0.856,121.042,spotify:track:4RtnWuai21h9SzQN4Qq1tF
Bajka's Gnaoui,Dissidenten,Arab Shadows,1986-05-28,293680,2,False,1,0.764,0.874,2,-6.504,1,0.0449,0.0472,0.0332,0.0484,0.929,117.827,spotify:track:3YQHvoIACyUPPteFgFTtQv
Ase,King Sunny Adé,King of Juju,2002-08-12,555386,11,False,4,0.83,0.827,7,-8.028,1,0.05,0.185,0.274,0.0443,0.58,110.106,spotify:track:2dSava8lpkadHeCRO7jMUL
Mancala (feat. Vince Staples),Earl Sweatshirt,VOIR DIRE,2023-10-06,161506,50,True,5,0.478,0.69,5,-10.484,0,0.459,0.752,0.000164,0.301,0.624,76.925,spotify:track:3G2Xq0ZA5nra0iHMjbXOYD
27 Braids,Earl Sweatshirt,VOIR DIRE,2023-10-06,125426,46,False,6,0.516,0.616,10,-10.479,0,0.433,0.553,0.00562,0.117,0.528,80.44,spotify:track:2P85pvlywFv7CxghMFyido
The Caliphate (feat. Vince Staples),Earl Sweatshirt,VOIR DIRE,2023-10-06,230720,48,False,10,0.538,0.467,11,-11.792,0,0.121,0.351,0.000832,0.154,0.153,114.526,spotify:track:3RCbCn5Y1OQpk2FPzBkhJV
Money - Hippo Sound System Remix,K.O.G,Remixes from the Struggle,2019-11-29,307257,11,False,2,0.5,0.82,4,-9.29,0,0.0765,0.0711,0.000213,0.0839,0.198,142.96,spotify:track:2QoEoaAHaBhnAvag01Wt9e
Big Steppa,Amaarae,Fountain Baby,2023-06-09,176720,53,False,5,0.777,0.501,0,-7.749,0,0.0461,0.548,7.24e-05,0.117,0.812,103.941,spotify:track:0qNH2olGC2AUMMptYsdrK5
Aquamarie Luvs Ecstasy,Amaarae,Fountain Baby,2023-06-09,278733,45,True,12,0.568,0.461,1,-10.24,0,0.0422,0.765,0.297,0.101,0.236,95.04,spotify:track:0xIy8FcIz088Ec4dxslUtm
Dang,Caroline Polachek,Dang,2023-10-17,164514,45,False,1,0.817,0.375,1,-7.011,1,0.0592,0.012,0.118,0.41,0.531,134.998,spotify:track:7ddHGUPt5bOpVFAtX6TJN8
Sabena,Greg Foat,Dolphin,2023-06-16,572908,24,False,5,0.199,0.0644,4,-19.546,0,0.0323,0.921,0.872,0.116,0.04,69.377,spotify:track:0SnDaos7M7MgyHDTJH1B7G
Listen,Cymande,Cymande,1972-01-01,280560,34,False,4,0.669,0.573,10,-11.748,1,0.0889,0.389,0.123,0.12,0.267,100.068,spotify:track:38o4uK67nxJpi9Ox9buG5f
Cease The Bombing,Grant Green,Carryin' On,1969,531173,7,False,5,0.702,0.31,5,-15.818,1,0.0434,0.942,0.869,0.0763,0.607,124.36,spotify:track:0E45MFe8sb8fAWYYCudhph
True to Hip-Hop,Aim,Cold Water Music,1999,267786,19,False,8,0.796,0.674,2,-7.691,0,0.24,0.0618,0.000134,0.118,0.626,84.927,spotify:track:22CNT4gTsTtXB0lPWzBDY1
"A Tree, A Rock and a Cloud",Aim,Cold Water Music,1999,257586,20,False,10,0.633,0.49,11,-8.357,0,0.0255,0.0359,0.573,0.0657,0.23,71.983,spotify:track:2XzKpW0PmgqsMsE4CsHrx6
Journey to the End of the Night,Aim,Cold Water Music,1999,327080,18,False,11,0.644,0.776,1,-7.017,0,0.0604,0.000483,0.864,0.0957,0.912,132.334,spotify:track:5C57FzNsdGSIeIiyXbDtw0
Pretty In Possible,Caroline Polachek,"Desire, I Want To Turn Into You",2023-02-14,216374,53,False,2,0.71,0.626,1,-9.338,1,0.0383,0.109,0.00096,0.119,0.276,100.0,spotify:track:4Q5LWPIKCuV6LRdDeqOYM7
I Believe,Caroline Polachek,"Desire, I Want To Turn Into You",2023-02-14,247375,50,False,6,0.673,0.625,2,-8.281,1,0.0294,0.0964,0.00376,0.141,0.406,129.965,spotify:track:6GqesoY3jZD9BqT1v4UEmk
Fly To You (feat. Grimes and Dido),Caroline Polachek,"Desire, I Want To Turn Into You",2023-02-14,245124,54,False,7,0.469,0.416,8,-12.131,1,0.0418,0.105,0.000581,0.0686,0.124,161.045,spotify:track:0RVn3A5FHQ8OgiIxuRkepW
Sign Your Name - Lee 'Scratch' Perry Remix,Sananda Maitreya,The Essential Sananda Maitreya !,2002-10-29,318840,11,False,8,0.825,0.539,4,-13.899,1,0.0544,0.322,0.0397,0.0548,0.476,109.207,spotify:track:16i44Px0Qf60p2uKJM2K8c
Cool As Ice - Jellybean Mix,52nd Street,Twice As Nice : Be Music / Dojo / Kamins / Baker Productions,2004,467360,3,False,13,0.824,0.703,10,-11.68,0,0.0503,0.0929,0.102,0.0677,0.89,114.432,spotify:track:4fy3dVcA8CRvu8rc9XoXoZ
Let Me Love You for Tonight - House Club Version,Kariya,Let Me Love You for Tonight,1988-07-04,378449,45,False,1,0.785,0.669,7,-8.967,1,0.0428,0.000753,0.0243,0.0585,0.521,112.121,spotify:track:3M2eKHfiVbAcdVbXq2vuHl
Eva,Robson Jorge,Robson Jorge e Lincoln Olivetti,1982-09-16,346522,35,False,7,0.6,0.71,2,-10.81,1,0.0543,0.465,0.956,0.124,0.586,111.805,spotify:track:06WWnCfoJveGUvYQWK7nGf
Big Medicine - Album Edit,Ron Trent,Dance Floor Boogie Delites,2011-12-05,258546,4,False,1,0.755,0.739,9,-11.489,0,0.0503,0.211,0.348,0.179,0.695,123.451,spotify:track:6GJOUAsVWC4c0DnEfpMgAl
Day Pulse - Original Mix,BEGIN,Begin,2018-05-04,317342,0,False,2,0.717,0.651,7,-11.607,1,0.0415,0.0161,0.821,0.0942,0.827,93.009,spotify:track:7wTslfRFepnLp9wrJt7bZr
El Viaje de Dumpty,Viejas Raíces,De las Colonias del Rio de la Plata,1976-12-01,315066,0,False,7,0.605,0.562,0,-15.605,1,0.0453,0.948,0.874,0.0764,0.207,110.585,spotify:track:4fAvSNcAc39U9vZTx2NG58
Being Boiled - Fast Version / 2003 Digital Remaster,The Human League,Reproduction,1979,234040,41,False,16,0.864,0.755,11,-6.827,0,0.101,0.338,0.0483,0.0595,0.327,98.815,spotify:track:2xN8RYKg69sdfoqtvYnwwM
It's Not a Ballad,Airto Moreira,"Touching You, Touching Me",1979,256920,5,False,9,0.162,0.117,3,-17.09,1,0.0384,0.985,0.854,0.121,0.0377,180.76,spotify:track:4pB1smzE2qvM5gUXHi2e50
French Kiss,Avril,F Comm Essentials,2000-01-01,489573,2,False,5,0.529,0.816,0,-8.896,1,0.0937,0.0124,0.439,0.0863,0.353,121.239,spotify:track:00x9r1Blc0X60wuB7aXe3U
MPFree Now,Session Victim,10.000 Hours,2021-12-03,253099,33,False,2,0.788,0.715,11,-9.346,0,0.0448,0.342,0.895,0.099,0.806,114.004,spotify:track:4TKnGSbdyThAQEaHKDBP6H
Tezeta (Nostalgia),Mulatu Astatke,"Ethiopiques, Vol. 4: Ethio Jazz 1969-1974",1998-10-06,376640,52,False,4,0.547,0.356,5,-10.199,0,0.0366,0.954,0.917,0.0891,0.504,81.032,spotify:track:414J8tKHbtF16XOiHGBEso
"Homesickness, Pt. 2",Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,193413,47,False,13,0.347,0.102,8,-17.94,1,0.0437,0.995,0.858,0.115,0.126,66.982,spotify:track:185EiYT58r61hdnHxjKVzT
Yefikir Tizita,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,1969,247746,34,False,10,0.748,0.274,1,-14.947,1,0.0475,0.853,0.91,0.104,0.595,132.416,spotify:track:3vgrUEcng3pYwPoEFlxfxu
New Gods - Ron Basejam Remix,Catching Flies,New Gods (Ron Basejam Remix),2020-03-27,304486,19,False,1,0.733,0.56,5,-8.839,1,0.0639,0.0129,0.623,0.218,0.367,114.997,spotify:track:3Pckvky9FxWNjlmHa22QuB
Fusion Swirl,Jeff Parker,Suite for Max Brown,2020-01-24,332447,15,False,3,0.307,0.738,7,-10.415,1,0.0619,0.658,0.349,0.119,0.0406,76.302,spotify:track:326RZqeoQWzjmWOSGfkNlD
The Homeless Wanderer,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,427840,41,False,1,0.432,0.072,0,-22.419,0,0.0366,0.992,0.889,0.0941,0.208,65.451,spotify:track:1NUdV2Lc7e2sbC14T7kG4q
Slave To Love,Bryan Ferry,Boys And Girls,1985,266333,69,False,2,0.661,0.818,2,-5.9,1,0.0291,0.182,0.000995,0.0527,0.79,147.544,spotify:track:1c9dnQbOzw01ID7X2IsYOE
Number One,Chaz Jankel,My Occupation 'The Music Of Chaz Jankel',2007-10-15,436826,30,False,5,0.878,0.883,4,-5.37,0,0.0411,0.0811,0.00189,0.0997,0.974,120.572,spotify:track:58cr1vfJwcczRD9f2amcmA
Cleopatra y la Serpiente,Zombies,Extraños Juegos,1993-07-27,298733,14,False,6,0.858,0.522,9,-12.497,0,0.0349,0.158,0.691,0.0612,0.963,113.761,spotify:track:6o1gw48xub0nMH6Tn4sW8K
Presentiment,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,223200,32,False,5,0.351,0.0331,3,-23.025,1,0.0463,0.994,0.944,0.103,0.217,164.576,spotify:track:38CgHJxy5EnpF0Y0FrMCYK
Mother's Love,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,219146,43,False,6,0.419,0.0351,7,-24.865,1,0.0505,0.996,0.945,0.0941,0.284,72.238,spotify:track:5SnYnqM27WNCTN8siQqtbv
Ballad of the Spirits,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,355946,34,False,7,0.475,0.0111,7,-29.402,0,0.0444,0.996,0.951,0.108,0.14,66.264,spotify:track:2jpgGj8Qfaq6v912XfsWTR
The Song of the Sea,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,572520,33,False,8,0.3,0.0217,3,-29.143,1,0.0413,0.996,0.927,0.148,0.122,67.957,spotify:track:1BwVe23uLcEpTazi6w9pdD
Golgotha,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,311173,28,False,10,0.211,0.0409,5,-24.703,1,0.0397,0.995,0.942,0.0878,0.154,68.681,spotify:track:0sYNFepZBtlYDtgBi77IrJ
The Story of the Wind,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,166853,38,False,14,0.241,0.0764,8,-19.535,1,0.0427,0.995,0.861,0.101,0.201,70.135,spotify:track:63fe9UtiVSARFD3puLc5DI
Evening Breeze,Emahoy Tsege Mariam Gebru,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,171586,42,False,15,0.292,0.116,9,-20.635,1,0.0377,0.991,0.89,0.108,0.232,67.324,spotify:track:4eGHUzBXywhXqv6QS9kC2h
Who No Know Go Know,Fela Kuti,Everything Scatter,1975-01-01,909040,14,False,2,0.645,0.688,5,-11.565,1,0.0456,0.388,0.325,0.0936,0.885,98.092,spotify:track:7DTbSFms2RF6ybzSDukQtt
Portrait of Tracy,Jaco Pastorius,Jaco Pastorius,1976,142466,47,False,5,0.238,0.0536,0,-28.218,1,0.0515,0.974,0.948,0.106,0.116,68.031,spotify:track:5NBAy2oiS9OIWyAZhklsH2
Shegitu mare,Alemayehu Eshete,"Ethiopiques, Vol. 9: Alèmayèhu Eshèté 1969-1974",2004-07-04,197826,9,False,9,0.422,0.788,8,-6.836,1,0.302,0.743,0.00131,0.125,0.866,179.384,spotify:track:5SYM14o7mGhy8HYcFcTyBG
Telantena zare,Alemayehu Eshete,"Ethiopiques, Vol. 9: Alèmayèhu Eshèté 1969-1974",2004-07-04,226893,32,False,11,0.658,0.683,7,-6.813,1,0.0753,0.754,0.00117,0.136,0.948,83.114,spotify:track:1Rs3d222xwyNcB4PrrAtYa
I Will Never Learn,Nation of Language,Strange Disciple,2023-09-15,295826,29,False,10,0.618,0.812,6,-8.505,1,0.0378,0.19,0.758,0.118,0.487,120.023,spotify:track:777muMxnZdiSgziIgglEaR
I Got The... - 2006 Remaster,Labi Siffre,Remember My Song,1975,395373,58,False,1,0.476,0.604,0,-10.85,0,0.117,0.11,4.15e-05,0.134,0.583,87.304,spotify:track:20VuO95A8RxUPlShnfYArW
Village Song,Isaiah Collier,Parallel Universe,2023-11-24,787110,14,False,2,0.406,0.677,6,-11.914,1,0.153,0.461,3.98e-06,0.108,0.543,143.815,spotify:track:655pwb1HdvQyvnKOKN9XU3
Double Rapture,Sis,Double Rapture,2021-10-29,239669,15,False,1,0.565,0.415,0,-14.104,1,0.0405,0.694,0.748,0.218,0.337,180.107,spotify:track:3PB6UriPJhA0SjdLZsT8A7
Dusty Rhodes,Gerald Bailey,Migration Climate,2023-04-11,125133,40,False,2,0.673,0.609,0,-8.715,1,0.0399,0.679,0.625,0.125,0.568,96.94,spotify:track:1Ij2mvxmCV825mU4DCqWMn
Family,Ron Trent,Primitive Arts,1999-01-01,427200,12,False,2,0.739,0.59,3,-12.259,0,0.048,0.302,0.879,0.0419,0.872,99.975,spotify:track:3nE5EkbZxtx1C7mxG1e737
I Feel The Rhythm,Ron Trent,Primitive Arts,1999-01-01,384240,29,False,4,0.909,0.667,10,-12.366,0,0.135,0.0528,0.88,0.208,0.673,123.986,spotify:track:2JVzNkHarX3ceGbOB4aF6Q
Aaj Shanibar,Rupa,Disco Jazz,1982-01-01,479629,41,False,3,0.576,0.765,2,-10.799,1,0.188,0.418,0.0753,0.0667,0.822,126.041,spotify:track:31KWQUc0jo0qjZeqduEovA
flown,Batu,half speed,2023-12-01,503729,8,False,3,0.406,0.268,11,-18.941,1,0.0382,0.917,0.957,0.132,0.238,121.971,spotify:track:4NrYUtEDvYnsrlteEARbwH
the fifth,Batu,half speed,2023-12-01,301763,11,False,4,0.288,0.29,9,-12.431,0,0.0388,0.974,0.921,0.13,0.0353,137.5,spotify:track:3knpE92xmm6xWTk4ToLQCO
God Is a Circle,Yves Tumor,"Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",2023-03-17,212706,47,False,1,0.562,0.895,11,-5.007,0,0.0343,0.000241,0.368,0.535,0.452,109.598,spotify:track:596pY5JqwSgSqM8cA4A0rg
Meteora Blues,Yves Tumor,"Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",2023-03-17,227706,41,False,3,0.378,0.604,7,-7.384,1,0.0359,0.00106,1.93e-05,0.101,0.0767,177.995,spotify:track:0KtYUlIhPf0fLpmJRT73yM
Parody,Yves Tumor,"Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",2023-03-17,186493,39,False,5,0.351,0.545,7,-8.163,1,0.0313,0.00133,0.155,0.173,0.127,171.723,spotify:track:4oWHRC1mCSSJhNv3YoUlBc
